`,Season,Year,Camera,Latitude,Longitude,Date_Deployed,Date_Stopped,Habitat,Folder,Photo_num,Date,Temp_C,Time,Species,Amount,Notes
Sedg,winter,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12240713,12/24/2018,15,15:58:30,Odocoileus hemionus,1,mule deer
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,1050892,1/5/2019,10,9:48:58,Odocoileus hemionus,1,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1070022,1/7/2019,13,15:49:42,Odocoileus hemionus,2,great pics of deer
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1070028,1/7/2019,13,15:52:24,Odocoileus hemionus,2,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1080046,1/8/2019,13,16:36:31,Odocoileus hemionus,3,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1080055,1/8/2019,13,16:43:29,Odocoileus hemionus,1,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1080061,1/8/2019,13,16:48:12,Odocoileus hemionus,3,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1110092,1/11/2019,12,16:51:37,Odocoileus hemionus,1,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1170157,1/17/2019,13,15:32:14,Odocoileus hemionus,3,"rain created river in front of trap, great pics of deer!"
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1170178,1/17/2019,13,15:36:59,Odocoileus hemionus,1,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1170184,1/17/2019,13,16:04:24,Odocoileus hemionus,2,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1170214,1/17/2019,15,16:05:26,Odocoileus hemionus,4,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1170226,1/17/2019,13,16:09:04,Odocoileus hemionus,4,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1170250,1/17/2019,13,16:11:37,Odocoileus hemionus,4,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1200307,1/20/2019,15,13:00:39,Odocoileus hemionus,4,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1220358,1/22/2019,15,13:09:20,Odocoileus hemionus,1,GREAT PICS OF MULE DEER
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1220371,1/22/2019,15,13:11:34,Odocoileus hemionus,1,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1230376,1/23/2019,15,14:54:24,Odocoileus hemionus,1,A MALE with ANTLERS
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1230398,1/23/2019,16,14:57:48,Odocoileus hemionus,1,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1230406,1/23/2019,15,15:18:25,Odocoileus hemionus,3,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1260445,1/26/2019,11,10:59:01,Odocoileus hemionus,3,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1260473,1/26/2019,11,11:01:10,Odocoileus hemionus,3,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2010064,2/1/2019,11,17:05:42,Odocoileus hemionus,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2090110,2/9/2019,10,16:33:46,Odocoileus hemionus,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2100121,2/10/2019,6,16:59:25,Odocoileus hemionus,1,great pic
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2130136,2/13/2019,11,6:37:16,Odocoileus hemionus,4,creepy pic of deer in the night 2130138
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2140145,2/14/2019,12,13:30:10,Odocoileus hemionus,1,good pic
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2200179,2/20/2019,10,14:22:28,Odocoileus hemionus,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2200196,2/20/2019,11,14:23:44,Odocoileus hemionus,2,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2200205,2/20/2019,10,14:54:45,Odocoileus hemionus,3,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2200217,2/20/2019,8,15:16:31,Odocoileus hemionus,2,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2200228,2/20/2019,8,15:17:33,Odocoileus hemionus,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2210238,2/21/2019,8,10:50:00,Odocoileus hemionus,2,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3040424,3/4/2019,10,18:40:14,Odocoileus hemionus,1,hilarious sequence of a deer dropping it low
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3050427,3/5/2019,6,6:29:03,Odocoileus hemionus,2,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3070457,3/7/2019,8,9:00:28,Odocoileus hemionus,2,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3070466,3/7/2019,10,9:04:49,Odocoileus hemionus,2,3070479 good pic of doves with river
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3070481,3/7/2019,12,12:10:24,Odocoileus hemionus,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3100577,3/10/2019,11,16:38:00,Odocoileus hemionus,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3160628,3/16/2019,12,8:57:27,Odocoileus hemionus,3,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3160661,3/16/2019,12,9:02:04,Odocoileus hemionus,1,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12040493,12/4/2018,5,9:09:34,Puma concolor,1,MOUNTAIN LION
Sedg,summer,2018,16.1,"34 42' 39.3"" N","120 02' 23.9"" W",7/25/2018,8/10/2018,reserve-natural,100EK113,8050070-8050072,8/5/2018,21,20:54:25,Puma concolor,1,mtn lion
Sedg,winter,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12290801,12/29/2018,-2,8:24:03,Puma concolor,1,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11040028,11/4/2018,26,11:50:51,rodent,1,squirrel
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11040037,11/4/2018,30,13:31:52,rodent,1,squirrel
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11040043,11/4/2018,30,13:36:14,rodent,1,squirrel
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11040049,11/4/2018,30,13:38:29,rodent,1,"squirrel, 11040055 and 11040060 cute pics of squirrel with blue jay"
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11040064,11/4/2018,30,13:41:21,rodent,1,squirrel
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11040079,11/4/2018,30,13:50:44,rodent,1,squirrel
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11070118,11/7/2018,25,15:17:27,rodent,1,squirrel
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11130221,11/13/2018,22,12:44:55,rodent,1,squirrel
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11130235,11/13/2018,22,13:12:47,rodent,1,squirrel
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11130249,11/13/2018,22,13:18:15,rodent,1,squirrel
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11140253,11/14/2018,23,12:44:25,rodent,1,squirrel
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11140274,11/14/2018,23,13:32:17,rodent,1,squirrel
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11150292,11/15/2018,15,12:55:49,rodent,1,squirrel
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11160295,11/16/2018,15,10:41:04,rodent,1,squirrel
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11160298,11/16/2018,21,13:43:39,rodent,1,squirrel
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11170323,11/17/2018,21,14:13:36,rodent,1,squirrel
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11200388,11/20/2018,12,10:43:41,rodent,1,squirrel
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12090541,12/9/2018,11,11:10:52,rodent,1,squirrel
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12130553,12/13/2018,20,14:01:52,rodent,1,squirrel
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12200643,12/20/2018,15,12:06:58,rodent,1,squirrel
Sedg,summer,2018,16.1,"34 42' 39.3"" N","120 02' 23.9"" W",7/25/2018,8/10/2018,reserve-natural,100EK113,8010052-8010063,8/1/2018,35,10:47:17,rodent,1,Otospermophilus beecheyi
Sedg,summer,2018,16.1,"34 42' 39.3"" N","120 02' 23.9"" W",7/25/2018,8/10/2018,reserve-natural,100EK113,8010052-8010063,8/1/2018,35,10:51:18,rodent,1,Otospermophilus beecheyi
Sedg,summer,2018,16.1,"34 42' 39.3"" N","120 02' 23.9"" W",7/25/2018,8/10/2018,reserve-natural,100EK113,8010065-8010066,8/1/2018,37,11:59:22,rodent,1,Otospermophilus beecheyi
Sedg,summer,2018,16.2,"34 42' 39.3"" N","120 02' 23.9"" W",8/10/2018,9/7/2018,reserve-natural,100EK113,8120076-8120078,8/12/2018,15,2:49:31,rodent,1,
Sedg,summer,2018,16.2,"34 42' 39.3"" N","120 02' 23.9"" W",8/10/2018,9/7/2018,reserve-natural,100EK113,8140088-8140105,8/14/2018,20,9:23:55,rodent,1,Sciurus griseus
Sedg,summer,2018,16.2,"34 42' 39.3"" N","120 02' 23.9"" W",8/10/2018,9/7/2018,reserve-natural,100EK113,8140088-8140105,8/14/2018,20,9:24:57,rodent,1,Sciurus griseus
Sedg,summer,2018,16.2,"34 42' 39.3"" N","120 02' 23.9"" W",8/10/2018,9/7/2018,reserve-natural,100EK113,8140088-8140105,8/14/2018,21,9:27:26,rodent,1,Sciurus griseus
Sedg,summer,2018,16.2,"34 42' 39.3"" N","120 02' 23.9"" W",8/10/2018,9/7/2018,reserve-natural,100EK113,8140112-8140114,8/14/2018,21,9:28:25,rodent,1,Sciurus griseus
Sedg,summer,2018,16.2,"34 42' 39.3"" N","120 02' 23.9"" W",8/10/2018,9/7/2018,reserve-natural,100EK113,8150118-8150120,8/15/2018,12,1:08:47,rodent,1,
Sedg,summer,2018,16.2,"34 42' 39.3"" N","120 02' 23.9"" W",8/10/2018,9/7/2018,reserve-natural,100EK113,8160124-8160126,8/16/2018,13,2:11:57,rodent,1,
Sedg,summer,2018,16.2,"34 42' 39.3"" N","120 02' 23.9"" W",8/10/2018,9/7/2018,reserve-natural,100EK113,8200136-8200138,8/20/2018,11,2:38:38,rodent,1,
Sedg,summer,2018,16.2,"34 42' 39.3"" N","120 02' 23.9"" W",8/10/2018,9/7/2018,reserve-natural,100EK113,8220166-8220167,8/22/2018,11,3:09:36,rodent,1,
Sedg,summer,2018,16.2,"34 42' 39.3"" N","120 02' 23.9"" W",8/10/2018,9/7/2018,reserve-natural,100EK113,8280200-8280201,8/28/2018,15,20:53:33,rodent,1,
Sedg,summer,2018,16.2,"34 42' 39.3"" N","120 02' 23.9"" W",8/10/2018,9/7/2018,reserve-natural,100EK113,8300223-8300225,8/30/2018,13,22:12:48,rodent,1,
Sedg,summer,2018,16.2,"34 42' 39.3"" N","120 02' 23.9"" W",8/10/2018,9/7/2018,reserve-natural,100EK113,9020244-9020246,9/2/2018,15,22:55:57,rodent,1,"note: pic of owl 9030247-9030252, temp 12, time 1:10:07"
Sedg,summer,2018,16.2,"34 42' 39.3"" N","120 02' 23.9"" W",8/10/2018,9/7/2018,reserve-natural,100EK113,9050274-9050276,9/5/2018,26,17:40:14,rodent,1,
Sedg,winter,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12220681,12/22/2018,16,13:10:41,rodent,1,squirrel
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,1060906,1/6/2019,10,11:46:33,rodent,1,squirrel
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,1060933,1/6/2019,11,13:25:12,rodent,1,squirrel
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,1060952,1/6/2019,11,13:34:40,rodent,1,squirrel
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,1060964,1/6/2019,11,13:41:11,rodent,1,squirrel
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,1060973,1/6/2019,11,13:59:42,rodent,1,squirrel
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,1060986,1/6/2019,11,14:00:04,rodent,1,squirrel
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1160146,1/16/2019,10,9:27:00,rodent,1,squirrel
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1200292,1/20/2019,10,10:40:21,rodent,1,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1260483,1/26/2019,13,11:29:51,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2010063,2/1/2019,5,2:11:16,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2020076,2/2/2019,10,0:48:06,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2020084,2/2/2019,10,1:46:36,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2080108,2/8/2019,5,23:33:11,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2190163,2/19/2019,5,9:35:19,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2230280,2/23/2019,-2,7:43:09,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2240292,2/24/2019,2,8:13:18,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2270340,2/27/2019,12,14:46:02,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2270344,2/27/2019,12,14:49:59,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2270348,2/27/2019,12,14:58:27,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2270352,2/27/2019,12,15:31:04,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3010372,3/1/2019,16,11:41:06,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3010374,3/1/2019,16,11:45:19,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3010385,3/1/2019,17,13:02:04,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3010394,3/1/2019,16,13:16:01,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3020403,3/2/2019,10,4:23:39,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3020409,3/2/2019,10,5:31:32,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3090558,3/9/2019,6,23:27:28,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3100561,3/10/2019,5,3:12:46,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3100562,3/10/2019,5,3:18:56,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3100567,3/10/2019,3,4:47:37,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3140598,3/14/2019,10,9:13:52,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3150621,3/15/2019,21,11:54:01,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3150623,3/15/2019,20,13:54:59,rodent,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3150625,3/15/2019,20,15:08:08,rodent,1,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11100187,11/10/2018,10,19:12:16,Spilogale gracilis,1,W SPOTTED SKUNK
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11030019,11/3/2018,21,19:05:23,Urocyon cinereoargenteus,2,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11030025,11/3/2018,21,20:33:15,Urocyon cinereoargenteus,1,bobcat?
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11070106,11/7/2018,5,3:37:22,Urocyon cinereoargenteus,3,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11100178,11/10/2018,21,11:21:15,Urocyon cinereoargenteus,1,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11110196,11/11/2018,5,22:18:21,Urocyon cinereoargenteus,1,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11160313,11/16/2018,5,22:29:00,Urocyon cinereoargenteus,1,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11170358,11/17/2018,12,18:56:10,Urocyon cinereoargenteus,1,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11180361,11/18/2018,7,1:51:05,Urocyon cinereoargenteus,1,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11180364,11/18/2018,5,4:19:58,Urocyon cinereoargenteus,2,TWO FOXES INTERACTING FOR 6 PICS
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11190379,11/19/2018,11,18:42:45,Urocyon cinereoargenteus,1,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11190382,11/19/2018,10,19:07:33,Urocyon cinereoargenteus,1,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11230418,11/23/2018,12,19:23:23,Urocyon cinereoargenteus,1,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12050505,12/5/2018,10,3:09:05,Urocyon cinereoargenteus,1,Good pics of fox!
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12070532,12/7/2018,15,16:42:12,Urocyon cinereoargenteus,1,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12070538,12/7/2018,6,20:17:22,Urocyon cinereoargenteus,1,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12140562,12/14/2018,6,1:55:05,Urocyon cinereoargenteus,1,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12180625,12/18/2018,3,5:15:27,Urocyon cinereoargenteus,1,
Sedg,summer,2018,16.1,"34 42' 39.3"" N","120 02' 23.9"" W",7/25/2018,8/10/2018,reserve-natural,100EK113,8010046-8010051,8/1/2018,20,0:56:24,Urocyon cinereoargenteus,1,Grey fox
Sedg,summer,2018,16.1,"34 42' 39.3"" N","120 02' 23.9"" W",7/25/2018,8/10/2018,reserve-natural,100EK113,8040067-8040069,8/4/2018,33,15:47:17,Urocyon cinereoargenteus,1,
Sedg,summer,2018,16.1,"34 42' 39.3"" N","120 02' 23.9"" W",7/25/2018,8/10/2018,reserve-natural,100EK113,8100076-8100078,8/10/2018,16,5:19:46,Urocyon cinereoargenteus,1,
Sedg,summer,2018,16.2,"34 42' 39.3"" N","120 02' 23.9"" W",8/10/2018,9/7/2018,reserve-natural,100EK113,8210142-8210147,8/21/2018,10,6:22:53,Urocyon cinereoargenteus,1,
Sedg,summer,2018,16.2,"34 42' 39.3"" N","120 02' 23.9"" W",8/10/2018,9/7/2018,reserve-natural,100EK113,8210142-8210147,8/21/2018,10,6:24:21,Urocyon cinereoargenteus,1,
Sedg,summer,2018,16.2,"34 42' 39.3"" N","120 02' 23.9"" W",8/10/2018,9/7/2018,reserve-natural,100EK113,8210157-8210159,8/21/2018,17,20:42:09,Urocyon cinereoargenteus,1,
Sedg,winter,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12220655,12/22/2018,5,6:33:05,Urocyon cinereoargenteus,1,FOX TAKING A DUMP 12220657 HAHAHA
Sedg,winter,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12270781,12/27/2018,7,22:42:35,Urocyon cinereoargenteus,1,
